Name, EA,formula,nAT,nSK,nH,nC,nN,nO,nP,nS,nF,nCl,nBr,nB,nHet,nX,H%,C%,N%,O%,X%,MW,AMW,Mp,Mi,Si,Se,Sr,H/C,Sp,Mv,Me,IDK,HDI
(N2O)7..NO anion,1.24,N15O8-,23,23,0,0,15,8,0,0,0,0,0,0,23,0,0.0,0.0,0.6521739130434783,0.34782608695652173,0.0,338.097,14.69986956521739,6.6695652173913045,14.215495217391304,326.95639,73.12,3270.0,0.0,153.4,142.17391304347825,3.179130434782609,0.5,15.0
(m-terphenyl)20 radical anion,1.24,C360H280-,640,360,280,360,0,0,0,0,0,0,0,0,0,0,0.4375,0.5625,0.0,0.0,0.0,4606.2,7.1971875,8.328110625,12.283227137369625,7861.26536791656,1534.0,-13520.0,0.7777777777777778,5329.9908000000005,-21.125,2.396875,0.5,220.0
(o-terphenyl)16 radical anion,1.24,C288H224-,512,288,224,288,0,0,0,0,0,0,0,0,0,0,0.4375,0.5625,0.0,0.0,0.0,3684.9599999999996,7.197187499999999,8.328110625,12.283227137369625,6289.012294333248,1227.2,-10816.0,0.7777777777777778,4263.99264,-21.125,2.396875,0.5,176.0
(anthracene)6 radical anion,1.24,C84H60-,144,84,60,84,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,1069.404,7.426416666666666,8.469629166666667,12.234515749875833,1761.77026798212,346.2,-2952.0,0.7142857142857143,1219.6266,-20.5,2.404166666666667,0.5,54.0
(anthracene)7 radical anion,1.24,C98H70-,168,98,70,98,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,1247.638,7.426416666666666,8.469629166666667,12.234515749875833,2055.39864597914,403.9,-3444.0,0.7142857142857143,1422.8977,-20.5,2.4041666666666663,0.5,63.0
2-Cyanoethyl radical,1.24,C3H4N,8,4,4,3,1,0,0,0,0,0,0,0,1,0,0.5,0.375,0.125,0.0,0.0,54.072,6.759,7.416055000000001,12.838591549851,102.708732398808,19.490000000000002,-30.0,1.3333333333333333,59.32844000000001,-3.75,2.4362500000000002,0.3333333333333333,2.0
uranium tetrafluoride,1.244,F4U,5,5,0,0,0,0,0,0,4,0,0,0,5,4,0.0,0.0,0.0,0.0,0.8,314.022522648,62.8045045296,28.792,15.177066000000002,75.88533000000001,17.62,616.5,0.0,143.96,123.3,3.524,0.5,-2.0
Phthalic anhydride,1.245,C8H4O3,15,11,4,8,0,3,0,0,0,0,0,0,3,0,0.26666666666666666,0.5333333333333333,0.0,0.2,0.0,148.117,9.874466666666667,8.288562666666667,12.355347159920534,185.330207398808,39.519999999999996,189.0,0.5,124.32844,12.6,2.6346666666666665,0.3333333333333333,6.0
oOMe-phenide anion,1.248,C7H7O-,15,8,7,7,0,1,0,0,0,0,0,0,1,0,0.4666666666666667,0.4666666666666667,0.0,0.06666666666666667,0.0,107.132,7.142133333333334,7.729984666666667,12.5086075465276,187.629113197914,36.69,-187.0,1.0,115.94977,-12.466666666666667,2.4459999999999997,0.3333333333333333,3.5
Fumaronitrile,1.249,C4H2N2,8,6,2,4,2,0,0,0,0,0,0,0,2,0,0.25,0.5,0.25,0.0,0.0,78.074,9.75925,8.626777500000001,12.6632851499255,101.306281199404,20.68,184.0,0.5,69.01422000000001,23.0,2.585,0.3333333333333333,5.0
(NaF)4 radical,1.25,F4Na4,8,8,0,0,0,0,0,0,4,0,0,0,8,4,0.0,0.0,0.0,0.0,0.5,167.952689768,20.994086221,83.22,11.280948480000001,90.24758784000001,19.64,910.0,0.0,665.76,113.75,2.455,0.5,-2.0
Na(NaF)7,1.25,F7Na8,15,15,0,0,0,0,0,0,7,0,0,0,15,7,0.0,0.0,0.0,0.0,0.4666666666666667,316.906976374,21.127131758266668,88.51866666666666,10.871490378666667,163.07235568000002,35.3,1691.5,0.0,1327.78,112.76666666666667,2.353333333333333,0.5,-3.5
Nb11 radical anion,1.25,Nb11-,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,0.0,0.0,0.0,1021.97007,92.90637,98.0,6.758849999999999,74.34734999999999,17.6,792.0,0.0,1078.0,72.0,1.6,1.0,0.0
(m-terphenyl)21 radical anion,1.25,C378H294-,672,378,294,378,0,0,0,0,0,0,0,0,0,0,0.4375,0.5625,0.0,0.0,0.0,4836.509999999999,7.197187499999999,8.328110625,12.283227137369625,8254.328636312388,1610.7,-14196.0,0.7777777777777778,5596.49034,-21.125,2.396875,0.5,231.0
Al6Cs anion,1.25,Al6Cs-,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,294.79468236,42.11352605142857,106.8142857142857,5.686931389632858,39.80851972743,10.45,401.0,0.0,747.6999999999999,57.285714285714285,1.4928571428571427,0.5,0.0
Al10Cs2 anion,1.25,Al10Cs2-,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,535.62628792,44.63552399333333,114.98333333333333,5.637125121238334,67.64550145486001,17.68,724.0,0.0,1379.8,60.333333333333336,1.4733333333333334,0.5,0.0
Al13Cs3 anion,1.25,Al13Cs3-,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,749.4763550800001,46.842272192500005,122.13125,5.593544636393125,89.49671418229,23.3,1008.0,0.0,1954.1,63.0,1.45625,0.5,0.0
Al14Cs3 anion,1.25,Al14Cs3-,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,776.4578934799999,45.673993734117644,118.3470588235294,5.6166166577817656,95.48248318229001,24.910000000000004,1047.0,0.0,2011.8999999999996,61.588235294117645,1.465294117647059,0.5,0.0
(NH3)3..Pb2 anion,1.25,H9N3Pb2-,14,5,9,0,3,0,0,0,0,0,0,0,5,0,0.6428571428571429,0.0,0.21428571428571427,0.0,0.0,465.493,33.2495,11.197427857142857,12.915832942665572,180.821661197318,32.52,292.0,0.0,156.76399,20.857142857142858,2.322857142857143,0.3333333333333333,-1.5
"sexi(2,2')thiophene radical anion",1.25,C24H14S6-,44,30,14,24,0,0,0,6,0,0,0,0,6,0,0.3181818181818182,0.5454545454545454,0.0,0.0,0.0,494.73600000000005,11.244000000000002,10.243171363636364,11.881478554450636,522.785056395828,107.48,380.0,0.5833333333333334,450.69954,8.636363636363637,2.442727272727273,0.3333333333333333,17.0
BiC4H3O anion,1.25,C4H3BiO-,9,6,3,4,0,1,0,0,0,0,0,0,2,0,0.3333333333333333,0.4444444444444444,0.0,0.1111111111111111,0.0,276.0474,30.67193333333333,12.446814444444446,11.860002977678443,106.74002679910599,22.14,85.0,0.75,112.02133,9.444444444444445,2.46,0.25,2.5
(MeNO2)2..MeNO2 radical anion,1.252,C3H9N3O6-,21,12,9,3,3,6,0,0,0,0,0,0,9,0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,183.12,8.72,6.117332857142857,13.40369025701514,281.47749539731797,57.21,882.0,3.0,128.46399,42.0,2.724285714285714,0.24999999999999997,1.5
Pt(CO)3 anion,1.253,C3O3Pt-,7,7,0,3,0,3,0,0,0,0,0,0,4,0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,279.11400000000003,39.873428571428576,13.971428571428573,11.941979857142856,83.593859,20.17,441.0,0.0,97.80000000000001,63.0,2.8814285714285717,0.3333333333333333,3.0
MeOCH2CHCN anion,1.253,C4H6NO-,12,6,6,4,1,1,0,0,0,0,0,0,2,0,0.5,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,84.098,7.008166666666667,7.078555000000001,12.898662049850998,154.78394459821197,29.88,21.0,1.5,84.94266,1.75,2.4899999999999998,0.25,2.0
"1,4-diazinide anion",1.254,C4H3N2-,9,6,3,4,2,0,0,0,0,0,0,0,2,0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.0,79.082,8.786888888888889,8.169036666666667,12.76719064434511,114.90471579910599,22.88,146.0,0.75,73.52133,16.22222222222222,2.542222222222222,0.3333333333333333,4.5
(H2O)22 radical anion,1.255,H44O22-,66,22,44,0,0,22,0,0,0,0,0,0,22,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,396.33000000000004,6.005000000000001,4.771406666666666,13.604974733134666,897.928332386888,172.48000000000002,1298.0,0.0,314.91283999999996,19.666666666666668,2.6133333333333337,0.5,-22.0
oCl-C6H4CH2 anion,1.257,C7H6Cl-,14,8,6,7,0,0,0,0,0,1,0,0,1,1,0.42857142857142855,0.5,0.0,0.0,0.07142857142857142,125.575,8.969642857142857,8.624475714285714,12.384304042729427,173.380256598212,34.21,-103.0,0.8571428571428571,120.74266,-7.357142857142857,2.4435714285714285,0.3333333333333333,3.5
naphthalen-6-yl-2-ide anion,1.258,C10H6-,16,10,6,10,0,0,0,0,0,0,0,0,0,0,0.375,0.625,0.0,0.0,0.0,126.15799999999999,7.884874999999999,8.75266625,12.13709297488825,194.193487598212,38.7,-308.0,0.6,140.04266,-19.25,2.41875,0.5,7.0
"Benzene, 1-chloro-4-nitro-",1.258,C6H4ClNO2,14,10,4,6,1,2,0,0,0,1,0,0,4,1,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.07142857142857142,157.553,11.253785714285714,8.459174285714287,12.62095281420057,176.69333939880798,37.18,397.0,0.6666666666666666,118.42844000000001,28.357142857142858,2.6557142857142857,0.19999999999999996,4.5
4-Cyanobenzophenone,1.258,C14H9NO,25,16,9,14,1,1,0,0,0,0,0,0,2,0,0.36,0.56,0.04,0.04,0.0,207.232,8.28928,8.458559600000001,12.32728513589272,308.18212839731797,61.98,-173.0,0.6428571428571429,211.46399000000002,-6.92,2.4792,0.25,10.5
NH3..Na3 radical anion,1.26,H3NNa3-,7,4,3,0,1,0,0,0,0,0,0,0,4,0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,86.00030784,12.285758262857144,72.71733285714285,10.106666382729427,70.74666467910599,12.43,329.0,0.0,509.02133,47.0,1.7757142857142856,0.3333333333333333,-0.5
Co17O2 radical anion,1.26,Co17O2-,19,19,0,0,0,2,0,0,0,0,0,0,19,0,0.0,0.0,0.0,0.10526315789473684,0.0,1033.862298,54.413805157894735,49.76842105263158,8.48490947368421,161.21328,38.839999999999996,1256.0,0.0,945.6,66.10526315789474,2.0442105263157893,0.5,0.0
Co19O2 radical anion,1.26,Co19O2-,21,21,0,0,0,2,0,0,0,0,0,0,21,0,0.0,0.0,0.0,0.09523809523809523,0.0,1151.7286860000002,54.84422314285715,50.266666666666666,8.427395238095238,176.9753,42.6,1371.9999999999998,0.0,1055.6,65.33333333333333,2.0285714285714285,0.5,0.0
(H2O)5..uracil radical anion,1.26,C4H14N2O7-,27,13,14,4,2,7,0,0,0,0,0,0,9,0,0.5185185185185185,0.14814814814814814,0.07407407407407407,0.25925925925925924,0.0,202.163,7.487518518518519,5.933316296296296,13.326440051697332,359.813881395828,71.16,673.0,3.5,160.19954,24.925925925925927,2.6355555555555554,0.25,-1.0
(m-terphenyl)22 radical anion,1.26,C396H308-,704,396,308,396,0,0,0,0,0,0,0,0,0,0,0.4375,0.5625,0.0,0.0,0.0,5066.82,7.197187499999999,8.328110625,12.283227137369625,8647.391904708216,1687.4,-14872.0,0.7777777777777778,5862.98988,-21.125,2.396875,0.5,242.0
(m-terphenyl)23 radical anion,1.26,C414H322-,736,414,322,414,0,0,0,0,0,0,0,0,0,0,0.4375,0.5625,0.0,0.0,0.0,5297.13,7.1971875,8.328110625,12.283227137369623,9040.455173104043,1764.1,-15548.0,0.7777777777777778,6129.489420000001,-21.125,2.396875,0.5,253.0
(o-terphenyl)17 radical anion,1.26,C306H238-,544,306,238,306,0,0,0,0,0,0,0,0,0,0,0.4375,0.5625,0.0,0.0,0.0,3915.27,7.1971875,8.328110625,12.283227137369623,6682.0755627290755,1303.9,-11492.0,0.7777777777777778,4530.49218,-21.125,2.396875,0.5,187.0
Methylidyne,1.26,CH,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,13.018999999999998,6.509499999999999,7.903555000000001,12.429361299851,24.858722599702,4.75,-46.0,1.0,15.807110000000002,-23.0,2.375,0.5,0.5
carbon,1.262,C,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,12.011,12.011,11.3,11.260288,11.260288,2.55,-8.0,0.0,11.3,-8.0,2.55,1.0,1.0
Phosphino radical,1.263,H2P,3,1,2,0,0,0,1,0,0,0,0,0,1,0,0.6666666666666666,0.0,0.0,0.0,0.0,32.989761998,10.996587332666666,11.338073333333334,12.561185066468,37.683555199404,6.59,-32.0,0.0,34.01422,-10.666666666666666,2.1966666666666668,0.5,-1.0
Benzyne,1.265,C6H4,10,6,4,6,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0.0,0.0,0.0,76.098,7.6098,8.582844000000001,12.1955466398808,121.95546639880799,24.1,-200.0,0.6666666666666666,85.82844000000001,-20.0,2.41,0.5,4.0
Nb13 radical anion,1.27,Nb13-,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,1207.78281,92.90637,98.0,6.75885,87.86505,20.8,936.0,0.0,1274.0,72.0,1.6,1.0,0.0
PbAg radical anion,1.27,AgPb-,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,315.0682,157.5341,51.0,7.496456950000001,14.992913900000001,3.73,165.0,0.0,102.0,82.5,1.865,0.5,0.0
(anthracene)8 radical anion,1.27,C112H80-,192,112,80,112,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,1425.872,7.426416666666667,8.469629166666667,12.234515749875833,2349.02702397616,461.59999999999997,-3936.0,0.7142857142857143,1626.1688000000001,-20.5,2.4041666666666663,0.5,72.0
V11O2 radical anion,1.27,O2V11-,13,13,0,0,0,2,0,0,0,0,0,0,13,0,0.0,0.0,0.0,0.15384615384615385,0.0,592.3545,45.56573076923077,74.43076923076923,7.803397461538461,101.444167,24.81,1139.0,0.0,967.6,87.61538461538461,1.9084615384615384,0.5,0.0
AsH2 anion,1.27,AsH2-,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0.6666666666666666,0.0,0.0,0.0,0.0,76.937595,25.645865,13.00474,12.328473066468,36.985419199404,6.58,-18.000000000000007,0.0,39.01422,-6.000000000000003,2.1933333333333334,0.5,-1.0
heptatrienide anion,1.27,C7H9-,16,7,9,7,0,0,0,0,0,0,0,0,0,0,0.5625,0.4375,0.0,0.0,0.0,93.149,5.8218125,7.478999375000001,12.575495462332373,201.20792739731797,37.65,-398.0,1.2857142857142858,119.66399000000001,-24.875,2.353125,0.5,2.5
V7O radical,1.27,OV7,8,8,0,0,0,1,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.125,0.0,372.5895,46.5736875,76.7875,7.6051705,60.841364,14.85,688.0,0.0,614.3,86.0,1.85625,0.5,0.0
Indium dimer,1.27,In2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,229.636,114.818,65.0,5.7863558,11.5727116,3.56,124.0,0.0,130.0,62.0,1.78,1.0,0.0
Me2C=C(Me)O anion,1.271,C5H9O-,15,6,9,5,0,1,0,0,0,0,0,0,1,0,0.6,0.3333333333333333,0.0,0.06666666666666667,0.0,85.12599999999999,5.675066666666666,6.824266,12.820360426487866,192.305406397318,35.99,-247.0,1.8,102.36399,-16.466666666666665,2.3993333333333333,0.3333333333333333,0.5
9-Anthracenecarbonitrile,1.271,C15H9N,25,16,9,15,1,0,0,0,0,0,0,0,1,0,0.36,0.6,0.04,0.0,0.0,203.244,8.12976,8.6985596,12.23297445589272,305.824361397318,61.09,-316.0,0.6,217.46399,-12.64,2.4436,0.3333333333333333,11.5
Bismuth dimer,1.271,Bi2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,417.9608,208.9804,48.0,7.285516,14.571032,3.8,192.0,0.0,96.0,96.0,1.9,1.0,0.0
mCl-C6H4CH2 anion,1.272,C7H6Cl-,14,8,6,7,0,0,0,0,0,1,0,0,1,1,0.42857142857142855,0.5,0.0,0.0,0.07142857142857142,125.575,8.969642857142857,8.624475714285714,12.384304042729427,173.380256598212,34.21,-103.0,0.8571428571428571,120.74266,-7.357142857142857,2.4435714285714285,0.3333333333333333,3.5
Silylidyne,1.277,HSi,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.0,0.0,0.0,0.0,29.093,14.5465,20.903554999999997,10.875057299851001,21.750114599702002,4.1,-12.0,0.0,41.807109999999994,-6.0,2.05,0.5,-0.5
(C6F6)2..C6F6 radical anion,1.28,C18F18-,36,36,0,18,0,0,0,0,18,0,0,0,18,18,0.0,0.5,0.0,0.0,0.5,558.169256916,15.504701580999999,7.5200000000000005,14.341553999999999,516.295944,117.53999999999999,2169.0,0.0,270.72,60.25,3.2649999999999997,0.5,9.0
benzene..{fluorobenzene}..V anion,1.28,C12H11FV-,25,14,11,12,0,0,0,0,1,0,0,0,2,1,0.44,0.48,0.0,0.0,0.04,225.159903162,9.00639612648,11.036728400000001,12.35500974386888,308.875243596722,60.410000000000004,-306.5,0.9166666666666666,275.91821000000004,-12.26,2.4164000000000003,0.25,6.0
Cr4 anion,1.28,Cr4-,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,207.9844,51.9961,83.0,6.76651,27.06604,6.64,292.0,0.0,332.0,73.0,1.66,1.0,0.0
(coronene)2..Ti anion,1.28,C48H24Ti-,73,49,24,48,0,0,0,0,0,0,0,0,1,0,0.3287671232876712,0.6575342465753424,0.0,0.0,0.0,648.587,8.884753424657534,10.281789589041098,11.96827910127189,873.6843743928479,176.74,-1210.0,0.5,750.5706400000001,-16.575342465753426,2.421095890410959,0.3333333333333333,36.0
"Benzene, 1-chloro-3-nitro-",1.28,C6H4ClNO2,14,10,4,6,1,2,0,0,0,1,0,0,4,1,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.07142857142857142,157.553,11.253785714285714,8.459174285714287,12.62095281420057,176.69333939880798,37.18,397.0,0.6666666666666666,118.42844000000001,28.357142857142858,2.6557142857142857,0.19999999999999996,4.5
(2-Me-anthracene)10 radical anion,1.28,C150H120-,270,150,120,150,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,1922.61,7.120777777777778,8.280937777777778,12.299464266534223,3320.85535196424,646.5,-5760.0,0.8,2235.8532,-21.333333333333332,2.3944444444444444,0.5,90.0
(2-Me-anthracene)12 radical anion,1.28,C180H144-,324,180,144,180,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,2307.132,7.120777777777778,8.280937777777778,12.29946426653422,3985.0264223570875,775.8,-6912.0,0.8,2683.0238400000003,-21.333333333333332,2.3944444444444444,0.5,108.0
(2-Me-anthracene)14 radical anion,1.28,C210H168-,378,210,168,210,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,2691.654,7.120777777777778,8.280937777777778,12.299464266534223,4649.197492749936,905.1,-8064.0,0.8,3130.19448,-21.333333333333332,2.3944444444444444,0.5,126.0
NH3..Bi anion,1.28,BiH3N-,5,2,3,0,1,0,0,0,0,0,0,0,2,0,0.6,0.0,0.2,0.0,0.0,226.0114,45.20228,13.784265999999999,12.5229899598212,62.61494979910599,11.540000000000001,128.0,0.0,68.92133,25.6,2.3080000000000003,0.3333333333333333,-0.5
Diantimony,1.282,Sb2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,243.52,121.76,43.0,8.608389,17.216778,4.1,152.0,0.0,86.0,76.0,2.05,1.0,0.0
3-Nitrobenzophenone,1.284,C13H9NO3,26,17,9,13,1,3,0,0,0,0,0,0,4,0,0.34615384615384615,0.5,0.038461538461538464,0.11538461538461539,0.0,227.219,8.739192307692308,8.106307307692308,12.467613476819922,324.15795039731796,66.31,105.0,0.6923076923076923,210.76399,4.038461538461538,2.5503846153846155,0.25,9.5
(H2O)23 radical anion,1.285,H46O23-,69,23,46,0,0,23,0,0,0,0,0,0,23,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,414.345,6.005000000000001,4.771406666666667,13.604974733134664,938.7432565862919,180.32,1357.0,0.0,329.22706,19.666666666666668,2.6133333333333333,0.5,-23.0
AsO anion,1.286,AsO-,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,90.92059499999999,45.460297499999996,17.65,11.7033025,23.406605,5.62,193.0,0.0,35.3,96.5,2.81,0.5,0.0
norbornadienide anion,1.286,C7H7-,14,7,7,7,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,91.133,6.5095,7.903555,12.429361299851,174.011058197914,33.25,-322.0,1.0,110.64977,-23.0,2.375,0.5,3.5
cyclooctatetraene..Fe(CO)3 anion,1.288,C11H8FeO3-,23,15,8,11,0,3,0,0,0,0,0,0,4,0,0.34782608695652173,0.4782608695652174,0.0,0.13043478260869565,0.0,244.027,10.60986956521739,10.358994782608697,12.235099039026782,281.407277897616,57.8,76.0,0.7272727272727273,238.25688000000002,3.3043478260869565,2.5130434782608693,0.25,7.0
Y2O2 radical anion,1.29,O2Y2-,4,4,0,0,0,2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.5,0.0,209.809676,52.452419,83.65,9.9176575,39.67063,9.32,450.0,0.0,334.6,112.5,2.33,0.5,0.0
Y3O3 radical anion,1.29,O3Y3-,6,6,0,0,0,3,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.5,0.0,314.714514,52.452419,83.64999999999999,9.917657499999999,59.505945,13.98,675.0,0.0,501.9,112.5,2.33,0.5,0.0
molybdenum oxide,1.29,MoO,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,111.949,55.9745,46.15,10.3552425,20.710485,5.6,204.0,0.0,92.3,102.0,2.8,0.5,0.0
(m-terphenyl)24 radical anion,1.29,C432H336-,768,432,336,432,0,0,0,0,0,0,0,0,0,0,0.4375,0.5625,0.0,0.0,0.0,5527.44,7.197187499999999,8.328110625,12.283227137369623,9433.518441499871,1840.8,-16224.0,0.7777777777777778,6395.988960000001,-21.125,2.396875,0.5,264.0
(2-Me-anthracene)11 radical anion,1.29,C165H132-,297,165,132,165,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,2114.8709999999996,7.120777777777777,8.280937777777778,12.29946426653422,3652.940887160664,711.15,-6336.0,0.8,2459.43852,-21.333333333333332,2.3944444444444444,0.5,99.0
AgOMe anion,1.29,CH3AgO-,6,3,3,1,0,1,0,0,0,0,0,0,2,0,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,138.9022,23.150366666666667,14.186888333333334,12.208313466517666,73.249880799106,14.52,80.0,3.0,85.12133,13.333333333333334,2.42,0.24999999999999997,-0.5
ZrO anion,1.29,OZr-,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,107.223,53.6115,58.65,10.1260905,20.252181,4.77,194.0,0.0,117.3,97.0,2.385,0.5,0.0
"Benzene, 1,2-dichloro-3-nitro-",1.292,C6H3Cl2NO2,14,11,3,6,1,2,0,0,0,2,0,0,5,2,0.21428571428571427,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.14285714285714285,191.995,13.713928571428571,9.180095,12.575895557078997,176.06253779910597,38.14,616.0,0.5,128.52133,44.0,2.724285714285714,0.19999999999999996,4.5
"Benzene, 1-bromo-4-nitro-",1.292,C6H4BrNO2,14,10,4,6,1,2,0,0,0,0,1,0,4,1,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.07142857142857142,202.007,14.42907142857143,8.916317142857144,12.538536885629142,175.539516398808,36.98,412.0,0.6666666666666666,124.82844000000001,29.428571428571427,2.641428571428571,0.19999999999999996,4.5
pentaMe-cyclopentadienide anion,1.293,C10H15-,25,10,15,10,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,135.23,5.409199999999999,7.224266,12.663175959821201,316.57939899553,58.5,-650.0,1.5,180.60665,-26.0,2.34,0.5,2.5
2-Me-maleic anhydride radical anion,1.297,C5H4O3-,12,8,4,5,0,3,0,0,0,0,0,0,3,0,0.3333333333333333,0.4166666666666667,0.0,0.25,0.0,112.08399999999999,9.340333333333332,7.535703333333333,12.629111949900667,151.549343398808,31.87,213.0,0.8,90.42844,17.75,2.6558333333333333,0.3333333333333333,3.0
(KI)2 radical anion,1.3,I2K2-,4,4,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.5,332.00554,83.001385,161.29999999999998,7.395949865,29.58379946,6.96,714.0,0.0,645.1999999999999,178.5,1.74,0.5,-1.0
K(KI)7 radical anion,1.3,I7K8-,15,15,0,0,0,0,0,0,0,0,0,0,15,7,0.0,0.0,0.0,0.0,0.4666666666666667,1201.11769,80.07451266666666,169.86,7.192264122666668,107.88396184000001,25.18,2636.0,0.0,2547.9,175.73333333333332,1.6786666666666668,0.5,-3.5
K2(KI)11 radical anion,1.3,I11K13-,24,24,0,0,0,0,0,0,0,0,0,0,24,11,0.0,0.0,0.0,0.0,0.4583333333333333,1904.2270700000001,79.34279458333334,172.0,7.141342687083333,171.39222449,39.92,4201.0,0.0,4128.0,175.04166666666666,1.6633333333333333,0.5,-5.5
In3P3 radical anion,1.3,In3P3-,6,6,0,0,0,0,3,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,437.375285994,72.895880999,45.0,8.1365209,48.819125400000004,11.91,318.0,0.0,270.0,53.0,1.985,0.5,0.0
Disodium difluoride,1.3,F2Na2,4,4,0,0,0,0,0,0,2,0,0,0,4,2,0.0,0.0,0.0,0.0,0.5,83.976344884,20.994086221,83.22,11.280948480000001,45.123793920000004,9.82,455.0,0.0,332.88,113.75,2.455,0.5,-1.0
Germanium difluoride,1.3,F2Ge,3,3,0,0,0,0,0,0,2,0,0,0,3,2,0.0,0.0,0.0,0.0,0.6666666666666666,110.626806324,36.875602108,15.826666666666668,14.248358333333334,42.745075,9.969999999999999,330.0,0.0,47.480000000000004,110.0,3.323333333333333,0.5,-1.0
AsF radical,1.3,AsF,2,2,0,0,0,0,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,93.919998162,46.959999081,16.87,13.605685000000001,27.211370000000002,6.16,186.5,0.0,33.74,93.25,3.08,0.5,-0.5
AsCl radical,1.3,AsCl,2,2,0,0,0,0,0,0,0,1,0,0,2,1,0.0,0.0,0.0,0.0,0.5,110.371595,55.1857975,22.3,11.3780915,22.756183,5.34,239.0,0.0,44.6,119.5,2.67,0.5,-0.5
AsBr radical,1.3,AsBr,2,2,0,0,0,0,0,0,0,0,1,0,2,1,0.0,0.0,0.0,0.0,0.5,154.825595,77.4127975,25.5,10.80118,21.60236,5.140000000000001,254.0,0.0,51.0,127.0,2.5700000000000003,0.5,-0.5
antimony pentafluoride,1.3,F5Sb,6,6,0,0,0,0,0,0,5,0,0,0,6,5,0.0,0.0,0.0,0.0,0.8333333333333334,216.75201581,36.12533596833333,10.283333333333333,15.953748166666669,95.72248900000001,21.95,718.5,0.0,61.7,119.75,3.658333333333333,0.5,-2.5
